program_id,institution_id,program_name,field_of_study,study_level,duration_months,tuition_amount,tuition_currency,original_tuition_amount,original_currency,min_cgpa,min_ielts,min_gre,data_source,verified_by,last_verified_at
PROG_134,UNI_NZL_AUCKLAND,Bachelors in Law,Law,Bachelors,24,36000,AUD,39000,NZD,3.2,6.5,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_135,UNI_NZL_AUCKLAND,PhD in Psychology,Psychology,PhD,24,37000,AUD,40000,NZD,3.4,7.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_136,UNI_ZAF_CAPE,Masters in Law,Law,Masters,24,8000,USD,150000,ZAR,3.0,6.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_137,UNI_ZAF_CAPE,Bachelors in Psychology,Psychology,Bachelors,24,9000,USD,151000,ZAR,3.2,6.5,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_138,UNI_ZAF_CAPE,PhD in History,History,PhD,24,10000,USD,152000,ZAR,3.4,7.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_139,UNI_ZAF_WITS,Masters in Psychology,Psychology,Masters,24,8000,USD,150000,ZAR,3.0,6.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_140,UNI_ZAF_WITS,Bachelors in History,History,Bachelors,24,9000,USD,151000,ZAR,3.2,6.5,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_141,UNI_ZAF_WITS,PhD in Computer Science,Computer Science,PhD,24,10000,USD,152000,ZAR,3.4,7.0,320,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_142,UNI_BRA_USP,Masters in History,History,Masters,24,5000,USD,25000,BRL,3.0,6.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_143,UNI_BRA_USP,Bachelors in Computer Science,Computer Science,Bachelors,24,6000,USD,26000,BRL,3.2,6.5,320,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_144,UNI_BRA_USP,PhD in Business Administration,Business Administration,PhD,24,7000,USD,27000,BRL,3.4,7.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_145,UNI_MEX_UNAM,Masters in Computer Science,Computer Science,Masters,24,6000,USD,100000,MXN,3.0,6.0,320,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_146,UNI_MEX_UNAM,Bachelors in Business Administration,Business Administration,Bachelors,24,7000,USD,101000,MXN,3.2,6.5,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_147,UNI_MEX_UNAM,PhD in General Engineering,General Engineering,PhD,24,8000,USD,102000,MXN,3.4,7.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_148,UNI_ARG_UBA,Masters in Business Administration,Business Administration,Masters,24,4000,USD,1500000,ARS,3.0,6.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_149,UNI_ARG_UBA,Bachelors in General Engineering,General Engineering,Bachelors,24,5000,USD,1501000,ARS,3.2,6.5,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
PROG_150,UNI_ARG_UBA,PhD in Medicine,Medicine,PhD,24,6000,USD,1502000,ARS,3.4,7.0,,PILOT_V1_MANUAL,auto_gen_v1,2026-07-14T05:02:05.155096Z
